"﻿""Compétition""";Phase;Date;Heure;Lieu;Rencontre;Arbitre principal;Juge de ligne;Arbitre;Superviseur;Arbitre principal 2;Juge de ligne 2;Arbitre 2
U20 Excellence;Zone Nord-est IDF;10/03/2024;18:30;Evry - François Le Comte (Agora);11025 - 11025 EVH91 U20 Exellence / 11007 - FRANCAIS VOLANTS;;;M STURM Jérôme;;;;M DEHONT Anthony
U20 Excellence;Zone Nord-est IDF;10/03/2024;18:40;Meudon-la-Forêt - Patinoire municipale;E0031 - MHC-ACBB U20 Excellence / 11009 - COURBEVOIE;;;M MAILLARD Jean Baptiste;;;;M BAUERLE Damien
U20 Elite;Série finale;10/03/2024;18:45;Caen La Mer;25001 - Caen U20 Elite / E0003 - HC74 U20 Elite;M SALMON Charles Edouard;M GERMOND Matteo;;;;M LABOULAIS Maxime;
Division 2;Série finale pour le titre;10/03/2024;19:00;Courbevoie - Thierry Monier;11009 - D2 Courbevoie / 82028 - Annecy Division 2;M LE BERRE Frédéric;M THORRIGNAC Lancelot;;;;M FLEURY Louis;
U20 Elite;Série finale;10/03/2024;19:00;Gap - Alp'Arena;93006S - GAP / 42003 - Strasbourg U20 élite;M ROBERT Florian;M BERGAMELLI Enzo;;;;M BAUDRY Florian;
U20 Elite;Série finale;11/03/2024;16:30;Grenoble - Polesud;82007S - U20 Bruleurs de Loups Grenoble / 22001 - HCAS U20;M GOLICIC Bostjan;M TCHEKACHEV David;;;;M AUMERAS Benjamin;
Synerglace Ligue Magnus;Phase finale pour le titre;12/03/2024;20:00;Nice - Jean Bouin;93008S - NICE SLM / 23001S - 23001S ROUEN HOCKEY ELITE 76;M BARCELO Geoffrey;M CONSTANTINEAU Nicolas;;;M FROSSARD Philippe;M FAUVEL Johan;
Synerglace Ligue Magnus;Phase finale pour le titre;12/03/2024;20:15;Palais Omnisports Marseille Grand-Est (POMGE);93019S - MARSEILLE HOCKEY CLUB / 72003S - Boxers de Bordeaux;M FURET Yann;M ZEDE Vincent;;;M DEHAEN Pierre;M BRIOLAT Eric;
Synerglace Ligue Magnus;Phase finale pour le titre;12/03/2024;20:20;Amiens - Le Coliseum;22001S - AMIENS HOCKEY ELITE / 82007S - BRULEURS DE LOUPS MAGNUS SENIORS;M ERNECQ Adrien;M YSSEMBOURG Joffrey;;;M ROHWEDDER Raphaël;M GONCALVES Clément;
Synerglace Ligue Magnus;Poule de maintien;12/03/2024;20:30;Anglet - La Barre;72001S - ANGLET HORMADI Ligue MAGNUS / 93003S - Diables Rouges Briançon 93003;M GARBAY Laurent;M BARTHE Guillaume;;;M LEVASSEUR Sébastien;Mme CHEYROUX Alexia;
Synerglace Ligue Magnus;Phase finale pour le titre;12/03/2024;20:30;Cergy - Aren'Ice;11013S - LES JOKERS SLM / 52007S - 52007S LES DUCS D'ANGERS;M RAULINE Jérémy;M CADY Quentin;;;M PEYRE Julien;M DEBUCHE Cyril;
Synerglace Ligue Magnus;Poule de maintien;12/03/2024;20:30;Gap - Alp'Arena;93006S - RAPACES DE GAP / E0082 - CHAMONIX SLM;M SCOLARI Benjamin;M BIOT Thiefen;;;M BOURREAU Alexandre;M BAUDRY Florian;
Synerglace Ligue Magnus;Phase finale pour le titre;13/03/2024;20:00;Nice - Jean Bouin;93008S - NICE SLM / 23001S - 23001S ROUEN HOCKEY ELITE 76;M BARCELO Geoffrey;M CONSTANTINEAU Nicolas;;;M FROSSARD Philippe;M FAUVEL Johan;
Synerglace Ligue Magnus;Phase finale pour le titre;13/03/2024;20:15;Amiens - Le Coliseum;22001S - AMIENS HOCKEY ELITE / 82007S - BRULEURS DE LOUPS MAGNUS SENIORS;M BLIEK Damien;M YSSEMBOURG Joffrey;;;M ERNECQ Adrien;M GONCALVES Clément;
Synerglace Ligue Magnus;Phase finale pour le titre;13/03/2024;20:15;Palais Omnisports Marseille Grand-Est (POMGE);93019S - MARSEILLE HOCKEY CLUB / 72003S - Boxers de Bordeaux;M FURET Yann;M ZEDE Vincent;;;M DEHAEN Pierre;M BRIOLAT Eric;
Synerglace Ligue Magnus;Phase finale pour le titre;13/03/2024;20:30;Cergy - Aren'Ice;11013S - LES JOKERS SLM / 52007S - 52007S LES DUCS D'ANGERS;M RAULINE Jérémy;M DEBUCHE Cyril;;;M PEYRE Julien;M CADY Quentin;
Synerglace Ligue Magnus;Poule de maintien;15/03/2024;20:00;Briançon - René Froger;93003S - Diables Rouges Briançon 93003 / E0082 - CHAMONIX SLM;M SCOLARI Benjamin;M BIOT Thiefen;;;M GARBAY Laurent;M MARGRY Gwilherm;
Synerglace Ligue Magnus;Poule de maintien;15/03/2024;20:30;Gap - Alp'Arena;93006S - RAPACES DE GAP / 72001S - ANGLET HORMADI Ligue MAGNUS;M FROSSARD Philippe;M BRIOLAT Eric;;;M LEVASSEUR Sébastien;M CREUX-BEAUGIRAUD Yohann;
U17 Elite;Série finale pour le titre;16/03/2024;12:30;Saint-Gervais;E0003 - HC74 U17 Elite / 11013 - U17 élite Cergy Pontoise;M GEORGE Yohan;M EDERY Frédéric;;;;Mme CHEYROUX Alexia;
Division 3;Play-offs;16/03/2024;14:00;Caen La Mer;25001 - Caen Division 3 / 52005 - Corsaires de Nantes 2;;;M PIEDIGROSSI Nicolas;;;;M GARCIA LIMA Guido
U17 Elite;Série finale pour le titre;16/03/2024;15:00;Grenoble - Polesud;82007 - BRÛLEURS DE LOUPS U17 ELITE / 72001 - ANGLET HORMADI U17 ELITE;M GERMANEAUD Bastien;M NEURAZ Steven;;;;M RIVOIRE Tifaine;
U15;Zone Nord-est PO poule basse;16/03/2024;16:30;Cergy - Aren'Ice;82024 - POLE FRANCE / 11015 - NEUILLY SUR MARNE;;;M ROCHIER Philippe;;;;M ANDRIANASOLO Louis
U15;Zone Sud-est Saison régulière;16/03/2024;17:15;Villard-de-Lans - André Ravix;82022 - VILLARD DE LANS 2 / 82007 - GRENOBLE 3;;;;;;;
U17 Elite;Série finale pour le titre;16/03/2024;17:20;Caen La Mer;25001 - Caen U17 Elite / 52007 - ANGERS U17 ELITE;M LE BERRE Frédéric;M VILLARD Vincent;;;;M GISSLER Louis;
U17 Excellence;Saison régulière zone Sud-est;16/03/2024;17:30;Le Palais Megève;E0003 - HC 74 / E0123 - HCLR;;;M BRONDEX Eric;;;;M MEUNIER Pascal
U15;Zone Sud-est Saison régulière;16/03/2024;17:30;Gap - Alp'Arena;93006 - GAP / 82007 - GRENOBLE;;;;;;;
U15;Zone Sud-est Saison régulière;16/03/2024;17:30;Avignon - Patinoire municipale;93016 - AVIGNON / E0073 - HC SAVOIE 2;;;;;;;
Division 3;Play-offs;16/03/2024;18:00;Dammarie-les-Lys - La Cartonnerie;11005 - Caribous de Dammarie-lès-Lys / 93008 - NICE D3;;;M AURAT Florian;;;;M GARDIOL Guillaume
U15;Zone Ouest conférence C;16/03/2024;18:00;Anglet - La Barre;72001 - ANGLET HORMADI U15 B / E0212 - Brive - Limoges;;;;;;;
Division 3;Play-offs;16/03/2024;18:00;Besançon - Lafayette;43002 - BESANÇON / E0119 - Mulhouse Entente Alsace;;;M ZAEGEL Guy;;;;M MONCOZET Christophe
Division 1;Série finale pour le titre;16/03/2024;18:00;Nantes - Petit Port;52005 - D1 Corsaires de Nantes / 52002 - DOGS DE CHOLET;M GASNIER Mickaël;M MERCIER-LANDRY Pierre;;;M GARBAY Laurent;M TCHEKACHEV David;
Division 1;Série finale pour le titre;16/03/2024;18:05;Épinal - Poissompré;41002 - Division 1 Epinal / 24007 - LES REMPARTS DE TOURS Division 1;M COLLIN Jérémie;M BERGAMELLI Viny;;M DURAND Gilles;M LEVASSEUR Sébastien;M BAUDRY Florian;
Synerglace Ligue Magnus;Phase finale pour le titre;16/03/2024;18:15;Bordeaux - Mériadeck;72003S - Boxers de Bordeaux / 93019S - MARSEILLE HOCKEY CLUB;M BLIEK Damien;M GONCALVES Clément;;;M BARBEZ Nicolas;M YSSEMBOURG Joffrey;
Division 3;Play-offs;16/03/2024;18:30;Viry-Chatillon - Patinoire des Lacs de l'Essonne;11025 - EVH 91 / 82022 - 82022 les Ours de Villard de lans;;;Mme PERONNIN Laura;;;;M DOUCHY Jérémie
Synerglace Ligue Magnus;Phase finale pour le titre;16/03/2024;18:30;Angers IceParc;52007S - 52007S LES DUCS D'ANGERS / 11013S - LES JOKERS SLM;M DEHAEN Pierre;M LABOULAIS Maxime;;;M ROHWEDDER Raphaël;M CONSTANTINEAU Nicolas;
Division 2;Série finale pour le titre;16/03/2024;18:30;La-Roche-sur-Yon - Arago;52004 - 52004 - La Roche sur Yon / 82022 - VILLARD DE LANS;M MARTIN Kylian;M MAUDET Timothée;;;;M LE MONNIER Julien;
Division 3;Play-offs;16/03/2024;18:40;Wasquehal - Serge Charles;E0230 - WASQUEHAL / 74001 - BRIVE;;;M DUVILLE Guillaume;;;;M THOMAS David
Division 1;Poule de maintien;16/03/2024;18:40;Valenciennes - Valigloo;31004 - D2 Valenciennes / E0065 - HCMA D1;M GEOFFROY Sébastien;M MESSIER Nicolas;;M BOCQUET Didier;M FROSSARD Philippe;M THIBOUVILLE Enguerrand;
U17 Elite;Série finale pour le titre;16/03/2024;18:40;Amiens - Le Coliseum;22001 - HCAS U 17 / 23001 - Rouen U17;M TURBERT Cédric;M GERMOND Matteo;;;;M DEBUCQUET Antoine;
Division 2;Série finale pour le titre;16/03/2024;19:00;Vaujany - Patinoire du pôle sports et loisirs;E0122 - VAUJANY-GRENOBLE / 11009 - D2 Courbevoie;M GOLICIC Bostjan;M AUMERAS Benjamin;;;;M FONTAINE Gildas;
U15;Zone Sud-est Saison régulière;16/03/2024;19:00;Nice - Jean Bouin;93008 - NICE / 93006 - GAP 2;;;;;;;
Division 3;Interclassement;16/03/2024;19:15;Poitiers - patinoire municipale;54002 - Stade Poitevin HC Divison 3 / 24004 - Orléans Division 3;;;M TOCQUEVILLE Florian;;;;M BRAUD Tao
Division 1;Série finale pour le titre;16/03/2024;19:30;Dunkerque - Michel Raffoux;E0231 - DUNKERQUE / E0127 - Strasbourg Etoile Noire;M SALMON Charles Edouard;M SMEECKAERT Aurélien;;M HAUCHART Alexandre;M BOURREAU Alexandre;M THORRIGNAC Lancelot;
Division 2;Poule de maintien;16/03/2024;19:30;Colmar - Patinoire municipale;E0041 - Titans D2 / 22001S - 22001S AMIENS 2;M ICARD Damien;Mme TORRIBIO ROUSSELIN Sueva;;;;M KIRSCHENBAUM Johan;
Division 2;Série finale pour le titre;16/03/2024;19:30;Lyon - Charlemagne;82015 - LYON DIVISION 2 / 91003 - Vipers D2;M PEURIERE Frédéric;M BERGAMELLI Enzo;;;;M LOOS Mathieu;
Division 2;Série finale pour le titre;16/03/2024;19:30;Roanne - Fontalon;82018 - ROANNE D2 / E0240 - HCMP;M SCOLARI Benjamin;M SALICIO Olivier;;;;Mme BONIFACE Anne-Sophie;
U15;Zone Ouest conférence C;16/03/2024;20:00;Toulouse - Alex JANY;E0078 - OCCITANIE U15C / E0078 - OCCITANIE U15B;;;;;;;
Synerglace Ligue Magnus;Phase finale pour le titre;16/03/2024;20:00;Rouen - Île Lacroix;23001S - 23001S ROUEN HOCKEY ELITE 76 / 93008S - NICE SLM;M ERNECQ Adrien;M CADY Quentin;;;M PEYRE Julien;M DEBUCHE Cyril;
Division 3;Interclassement;16/03/2024;20:00;Anglet - La Barre;72001 - ANGLET HORMADI D3 / 11003 - ASNIERES DIVISION 3;;;M TELLIEZ Pascal;;;;M PRAGOUT Maxime
Division 3;Play-offs;16/03/2024;20:00;Cholet - Glisséo;52002 - Cholet 2 / 11013 - Cergy Pontoise D3;;;M HATTON Thomas;;;;M PETITOUT Matthieu
Division 3;Interclassement;16/03/2024;20:15;Dijon - Trimolet;26004 - DIJON MHC Division 3 / 21002 - Hockey club Châlonnais;;;M GRABIT Alexis;;;;M GIRARD Steeve
